loja_nome,segmento,shopping,valor,cupons
Leo Cosméticos,Beleza e Bem-estar,Norte Shopping,26120.5,366
Levi's,Moda,Balneário Shopping,62419.59,127
Levi's,Moda,Garten Shopping,98457.31,198
Lez a Lez,Moda,Continente Shopping,45559.15,65
Life Vivara,Joalheria,Balneário Shopping,211534.66,277
Life Vivara,Joalheria,Continente Shopping,67214.19,102
Life Vivara,Joalheria,Garten Shopping,101866.47,146
Life by Vivara,Joalheria,Neumarkt Shopping,133846.2,199
Lilica & Tigor,Não informado,Continente Shopping,2957.43,10
Lindt,Gastronomia,Balneário Shopping,121050.14,646
Lindt,Gastronomia,Garten Shopping,30566.08,217
Lindt,Gastronomia,Neumarkt Shopping,40615.21,351
Liquori Caffè Gourmet,Gastronomia,Balneário Shopping,3774.0,68
Live!,Moda,Balneário Shopping,151506.65,239
Live!,Moda,Garten Shopping,34662.82,67
Live!,Moda,Nações Shopping,14033.279999999999,23
Live!,Moda Feminina,Continente Shopping,74456.69,125
Livraria Catarinense,Livrarias,Nações Shopping,19021.3,163
Livrarias Catarinense,Livrarias,Balneário Shopping,174245.15,1315
Livrarias Catarinense,Livrarias,Continente Shopping,106020.72,938
Livrarias Catarinense,Livrarias,Neumarkt Shopping,206578.75,1516
Livrarias Catarinense,Livrarias,Norte Shopping,55374.840000000004,391
Livrarias Curitiba,Livrarias,Garten Shopping,91032.57,786
Loft,Eletrônicos,Balneário Shopping,7850.66,21
Lofty style,Moda Feminina,Balneário Shopping,116994.64,165
Lojas Americanas,Eletrodomésticos,Continente Shopping,45574.52,952
Lojas Americanas,Eletrodomésticos,Neumarkt Shopping,50520.56,1071
Lojas Americanas,Eletrodomésticos,Norte Shopping,31675.24,530
Lojas Americanas,Supermercado,Balneário Shopping,1212.03,49
Loungerie,Moda,Balneário Shopping,47847.76,110
Lua Luá,Moda,Balneário Shopping,111358.51,155
Lua Luá,Moda,Continente Shopping,42151.9,74
Lug's,Gastronomia,Nações Shopping,2425.31,46
Luiza Barcelos,Calçados,Garten Shopping,30083.3,36
Luiza Barcelos,Calçados Femininos,Balneário Shopping,30538.15,37
Lupo,Moda,Balneário Shopping,79503.38,313
Lupo,Moda,Continente Shopping,31964.32,164
Lupo,Moda,Garten Shopping,24773.41,104
Lupo,Moda,Nações Shopping,5231.3,30
Lupo,Moda,Neumarkt Shopping,40220.08,207
Luz da Lua,Calçados,Balneário Shopping,115333.14,156
Luz da Lua,Calçados,Neumarkt Shopping,96187.92,131
Luz da Lua,Calçados Femininos,Nações Shopping,8315.0,12
Luz da Lua,Não informado,Continente Shopping,42631.87,60
MB Acessórios,Presentes e Acessórios,Neumarkt Shopping,11895.17,110
MB acessórios,Presentes e Acessórios,Balneário Shopping,9673.16,60
Mac,Beleza e Bem-estar,Balneário Shopping,19301.7,61
Madero,Gastronomia,Balneário Shopping,85669.09,602
Madero,Gastronomia,Continente Shopping,59189.84,312
Madero,Gastronomia,Garten Shopping,52539.19,281
Madero,Gastronomia,Neumarkt Shopping,148808.05,765
Magazine Luiza,Eletrodomésticos,Balneário Shopping,89196.19,56
Magazine Luiza,Eletrodomésticos,Continente Shopping,345824.86,189
Magazine Luiza,Eletrodomésticos,Garten Shopping,106358.75,61
Magazine Luiza,Eletrodomésticos,Norte Shopping,278340.18,136
Magic Feet,Moda,Balneário Shopping,80638.06,120
Makenji,Moda,Garten Shopping,60882.45,106
Mamma Mia,Gastronomia,Garten Shopping,21624.98,103
Mamma Mia Express,Gastronomia,Neumarkt Shopping,10845.0,200
Mamma Mia Galeto,Gastronomia,Nações Shopping,1944.5,10
Manly,Moda Feminina,Continente Shopping,12237.78,35
Manly,Moda Feminina,Garten Shopping,10557.78,33
Mar de Maria,Moda,Nações Shopping,5327.68,22
Maria Dolores,Joalheria,Balneário Shopping,81521.87,49
Maxmuscle,Esportes,Nações Shopping,798.0,7
Maze,Calçados,Neumarkt Shopping,65301.88,74
Maze Skate,Moda,Garten Shopping,52029.83,48
Maze Vale Comercio LTDA,Moda,Continente Shopping,49422.03,53
Mc Donald's,Calçados,Continente Shopping,279.1,14
Mc Donald's,Gastronomia,Continente Shopping,248.2,15
Mc Donalds,Gastronomia,Norte Shopping,12929.5,251
McDonald's,Gastronomia,Balneário Shopping,23887.88,406
McDonald's,Gastronomia,Continente Shopping,24028.21,461
McDonald's,Gastronomia,Garten Shopping,24778.14,493
McDonald's,Gastronomia,Nações Shopping,7359.099999999999,146
McDonald's,Gastronomia,Neumarkt Shopping,26543.76,538
McDonald´s Quiosque,Gastronomia,Neumarkt Shopping,129.0,12
Mcdonald´s Quiosque,Gastronomia,Garten Shopping,826.9,48
Me Blue,Presentes e Acessórios,Continente Shopping,16658.9,102
Me Linda,Farmácias,Nações Shopping,18899.99,183
Me.Linda,Beleza e Bem-estar,Continente Shopping,42104.72,297
Me.Linda,Beleza e Bem-estar,Neumarkt Shopping,100970.27,710
MeLinda,Calçados Femininos,Balneário Shopping,45707.49,228
Melissa,Calçados,Continente Shopping,21895.17,84
Metroville,Gastronomia,Balneário Shopping,4299.0,71
Metroville Prime Grill,Gastronomia,Garten Shopping,5488.12,94
Milky Moo,Gastronomia,Continente Shopping,2628.4,72
Milky Moo,Gastronomia,Garten Shopping,660.0,18
Milky Moo,Gastronomia,Neumarkt Shopping,1143.9,24
Milky Moo,Gastronomia,Norte Shopping,1150.8,36
Milky moo,Gastronomia,Balneário Shopping,1059.3,27
Milkymoo,Gastronomia - Sorvetes,Nações Shopping,809.9,28
Milon,Infantil,Balneário Shopping,39409.25,111
Milon,Infantil,Garten Shopping,24431.1,83
Mini Kalzone,Gastronomia,Balneário Shopping,10911.8,475
Mini Kalzone,Gastronomia,Continente Shopping,16506.3,703
Mini Kalzone,Gastronomia,Garten Shopping,11175.3,473
Mini Kalzone,Gastronomia,Nações Shopping,8327.5,312
Mini Kalzone,Gastronomia,Neumarkt Shopping,22080.9,961
Mini Kalzone,Gastronomia,Norte Shopping,16561.5,640
Mini Kids Car,Infantil,Norte Shopping,30.0,1
Miniso,Presentes e Acessórios,Balneário Shopping,35777.31,288
Miss Make,Beleza e Bem-estar,Norte Shopping,1113.8,15
Missbely,Presentes e Acessórios,Norte Shopping,867.8,11
Moncloa,Presentes e Acessórios,Balneário Shopping,32.4,1
Montana Grill,Gastronomia,Balneário Shopping,9850.16,143
Montana Grill,Gastronomia,Continente Shopping,10410.77,179
Montana Grill,Gastronomia,Garten Shopping,7993.98,92
Monte Carlo Joias,Joalheria,Balneário Shopping,94897.0,30
Monviso,Ótica,Continente Shopping,30658.87,22
Morana,Presentes e Acessórios,Balneário Shopping,29033.52,128
Morana,Presentes e Acessórios,Continente Shopping,19795.25,113
Morana Acessórios,Presentes e Acessórios,Garten Shopping,11951.65,96
Motorola,Telefonia,Balneário Shopping,16193.0,6
Motorola,Telefonia,Continente Shopping,25664.0,14
Motorola,Telefonia,Neumarkt Shopping,44245.01,22
Motorola,Telefonia,Norte Shopping,27880.0,12
Mr Trend,Ótica,Balneário Shopping,7384.01,25
Mr Trend,Ótica,Continente Shopping,6122.83,21
Mr. Cat,Calçados,Continente Shopping,17118.2,46
Mr. Cheff,Gastronomia,Balneário Shopping,3263.2400000000002,54
Mr. Cheff,Gastronomia,Continente Shopping,5588.22,119
Mr. Cheff,Gastronomia,Neumarkt Shopping,1561.52,27
Mr. Cheff,Gastronomia,Norte Shopping,20069.47,297
Mundo Di Chocolate,Gastronomia,Garten Shopping,1093.37,24
Mundo Geek,Outros,Nações Shopping,1706.0,12
Mânoa Acessórios,Presentes e Acessórios,Balneário Shopping,9528.9,99
NOHA SHOES,Calçados,Garten Shopping,11569.17,17
NXT Eletric,Serviços,Norte Shopping,4990.0,1
Narbona Brasil,Gastronomia,Continente Shopping,15563.93,37
Natura,Beleza e Bem-estar,Balneário Shopping,41414.37,236
Natura,Beleza e Bem-estar,Continente Shopping,25071.69,173
Natura,Beleza e Bem-estar,Garten Shopping,18738.22,137
Natura,Beleza e Bem-estar,Nações Shopping,3571.9,28
Natura,Beleza e Bem-estar,Neumarkt Shopping,38248.7,246
Natura,Beleza e Bem-estar,Norte Shopping,17611.7,123
Nba Store Balneario Camboriu,Moda,Balneário Shopping,37360.66,60
Neumarkt Shopping - Estacionamento,Serviços,Neumarkt Shopping,12788.0,604
New Era,Moda,Continente Shopping,11098.77,36
Nike,Moda,Balneário Shopping,29559.5,28
Nike Unite,Moda,Continente Shopping,299588.96,738
Noha Shoes,Moda,Balneário Shopping,18461.82,29
Norte Shopping - Estacionamento,Serviços,Norte Shopping,5174.0,285
Nutty Bavarian,Gastronomia,Balneário Shopping,5014.0,103
Nutty Bavarian,Gastronomia,Garten Shopping,1135.0,22
O Boticário,Beleza e Bem-estar,Balneário Shopping,96868.53,538
O Boticário,Beleza e Bem-estar,Continente Shopping,55650.66,318
O Boticário,Beleza e Bem-estar,Garten Shopping,47510.01,290
O Boticário,Beleza e Bem-estar,Nações Shopping,5060.29,52
O Boticário,Beleza e Bem-estar,Neumarkt Shopping,37893.97,204
O Boticário,Beleza e Bem-estar,Norte Shopping,23131.36,114
O Mundo das Capas,Telefonia,Neumarkt Shopping,7082.0,19
OJO,Ótica,Neumarkt Shopping,24602.0,24
OJO Sol & Grau,Ótica,Garten Shopping,63522.8,57
ORTOBOM,Casa e Decoração,Continente Shopping,61525.07,17
Oakley,Ótica,Balneário Shopping,75225.64,66
Oculum,Calçados,Balneário Shopping,61161.0,16
Officina Do Celular,Eletrônicos,Garten Shopping,11218.65,35
Officina Gelatiera,Gastronomia,Nações Shopping,1338.73,38
Officina do Celular,Eletrônicos,Garten Shopping,3778.5,15
Ojo by mr.ray,Ótica,Balneário Shopping,39268.0,39
Ophicina,Moda,Continente Shopping,17615.82,34
Ophicina,Moda,Garten Shopping,18046.7,30
Ophicina,Moda,Neumarkt Shopping,12695.460000000001,25
Ophicina Foot Wear,Não informado,Nações Shopping,2838.99,4
Orientali,Gastronomia,Balneário Shopping,7700.12,98
Orientali,Gastronomia,Continente Shopping,9757.22,124
Orientali,Gastronomia,Neumarkt Shopping,8057.05,127
Orientali,Gastronomia,Norte Shopping,14762.46,180
Osklen,Moda,Balneário Shopping,85414.84,71
Oticas Carol,Não informado,Garten Shopping,56059.0,46
Outback SteakHouse,Gastronomia,Nações Shopping,7222.49,36
Outback Steakhouse,Gastronomia,Balneário Shopping,243066.04,822
Outback Steakhouse,Gastronomia,Continente Shopping,49052.75,213
Outback Steakhouse,Gastronomia,Garten Shopping,153875.97,604
Outback Steakhouse,Gastronomia,Neumarkt Shopping,60213.21,242
Outlet Suplementos,Esportes,Continente Shopping,5393.74,30
PIPOCA AMERICANA,Gastronomia,Continente Shopping,448.6,14
PRIME GAMES,Eletrônicos,Continente Shopping,9594.5,17
Padrão,Moda,Balneário Shopping,123197.1,68
Padrão,Moda,Garten Shopping,45404.6,43
Paladare Di Italia,Gastronomia,Balneário Shopping,18053.0,202
Pampile,Infantil,Balneário Shopping,15220.460000000001,54
Panda Café & Chá Mix,Gastronomia,Nações Shopping,130.7,3
Panda Sushi,Gastronomia,Nações Shopping,1696.93,29
Pandora,Joalheria,Balneário Shopping,98422.34,94
Pandora,Joalheria,Continente Shopping,12431.46,14
Pandora,Joalheria,Garten Shopping,5060.36,4
Pandora,Joalheria,Nações Shopping,4764.3,8
Pandora,Joalheria,Norte Shopping,4802.67,7
Panvel Farmácias,Farmácias,Balneário Shopping,18408.97,128
Panvel Farmácias,Farmácias,Continente Shopping,72235.57,754
Panvel Farmácias,Farmácias,Garten Shopping,34965.55,384
Panvel Farmácias,Farmácias,Nações Shopping,6605.93,85
Panvel Farmácias,Farmácias,Neumarkt Shopping,56517.4,588
Panvel Farmácias,Farmácias,Norte Shopping,14150.15,106
Paquetá,Esportes,Neumarkt Shopping,28320.41,101
Paquetá,Esportes,Norte Shopping,28033.07,103
Paquetá Esportes,Esportes,Balneário Shopping,40115.65,122
Paquetá Esportes,Esportes,Garten Shopping,31378.08,111
Paris Cosméticos,Beleza e Bem-estar,Balneário Shopping,227868.17,619
Patbo,Moda Feminina,Balneário Shopping,38324.0,14
Paula Torres,Calçados Femininos,Balneário Shopping,81704.92,57
Pecorino,Gastronomia,Balneário Shopping,20515.58,67
Pegada,Calçados,Balneário Shopping,21099.98,56
Pegada,Calçados,Neumarkt Shopping,17560.33,51
Pernambucanas,Moda,Continente Shopping,46622.47,290
Piastrini Joinville - Optica Machota,Ótica e Joalheria,Garten Shopping,21546.1,21
Pingu Brinquedos,Infantil,Neumarkt Shopping,669.5,1
Piticas,Moda,Continente Shopping,109.8,1
Pittol,Calçados,Garten Shopping,103713.11,440
Pittol,Calçados,Nações Shopping,9568.34,51
Pittol,Calçados,Norte Shopping,205022.61000000002,770
Pizza Hut,Gastronomia,Balneário Shopping,11488.3,169
Pizza Hut,Gastronomia,Neumarkt Shopping,8852.4,116
Plié,Moda,Balneário Shopping,7499.4800000000005,34
Plié,Moda,Garten Shopping,25273.95,70
Polishop,Eletrodomésticos,Continente Shopping,93542.23,57
Polo Wear,Moda,Continente Shopping,52072.840000000004,228
Polo Wear,Moda,Garten Shopping,34477.57,144
Polo Wear,Moda,Nações Shopping,2387.7000000000003,18
Polo Wear,Moda,Neumarkt Shopping,9869.03,38
Polo Wear,Moda,Norte Shopping,23205.15,117
Pop Me,Moda,Continente Shopping,32457.15,137
Pop Me,Moda,Garten Shopping,37743.11,188
Portus Padaria Artesanal,Gastronomia,Neumarkt Shopping,6256.4,105
Pratafina,Presentes e Acessórios,Balneário Shopping,61738.3,221
Pratafina,Presentes e Acessórios,Garten Shopping,20526.0,114
Pratafina,Presentes e Acessórios,Neumarkt Shopping,39613.0,198
Pratafina,Presentes e Acessórios,Norte Shopping,20701.0,116
Prime Car Detailing,Serviços,Neumarkt Shopping,270.0,1
Provin Joias,Joalheria,Garten Shopping,5809.1,19
Provin Joias,Joalheria,Norte Shopping,3616.0,12
Provin Joias,Não informado,Continente Shopping,2141.27,11
Provin Jóias,Não informado,Nações Shopping,499.0,2
Puket,Moda,Balneário Shopping,44379.1,109
Purpurata,Presentes e Acessórios,Garten Shopping,31938.85,120
Quebra Gelo,Presentes e Acessórios,Continente Shopping,4567.0,18
"Quem disse, Berenice?",Beleza e Bem-estar,Balneário Shopping,8081.19,78
Quiksilver,Moda,Balneário Shopping,39725.31,66
RITMI STUDIO,Moda,Nações Shopping,679.5,1
Raroo Special Coffee,Gastronomia,Continente Shopping,18.0,1
Ravelli,Moda,Continente Shopping,22078.71,35
Rayban,Ótica,Balneário Shopping,181335.75,118
Rei Do Mate,Gastronomia,Neumarkt Shopping,5079.19,128
Renner,Moda,Balneário Shopping,674290.22,2281
Renner,Moda,Continente Shopping,394638.33,1538
Renner,Moda,Garten Shopping,346418.84,1427
Renner,Moda,Nações Shopping,78739.15,317
Renner,Moda,Neumarkt Shopping,425932.44,1611
Renner,Moda,Norte Shopping,127777.01,512
Reserva,Moda,Balneário Shopping,97616.5,89
Reserva,Moda,Continente Shopping,23916.6,37
Reserva,Moda,Garten Shopping,39784.69,69
Reserva,Moda,Neumarkt Shopping,42717.87,71
Reserva Nacoes Shopping,Moda,Nações Shopping,5412.0,8
Ri Happy,Infantil,Balneário Shopping,107732.2,436
Ri Happy,Infantil,Garten Shopping,44574.96,233
Ri Happy,Infantil,Nações Shopping,8871.45,59
Ri Happy,Infantil,Neumarkt Shopping,84171.17,390
Ri Happy Baby,Infantil,Continente Shopping,73076.93000000001,355
Riachuelo,Moda,Balneário Shopping,233514.34,856
Riachuelo,Moda,Continente Shopping,194338.15,850
Riachuelo,Moda,Garten Shopping,250110.0,1057
Riachuelo,Moda,Nações Shopping,33731.39,179
Riachuelo,Moda,Neumarkt Shopping,227381.2,990
Riachuelo,Moda,Norte Shopping,104444.39,478
Richard's,Moda,Balneário Shopping,81926.0,59
Rip Curl,Moda,Balneário Shopping,57494.86,90
Ritmi Studio,Moda Feminina,Nações Shopping,6831.0,22
Riviera Café,Gastronomia,Continente Shopping,7657.17,162
Roasted Potato & Suco Bagaço,Gastronomia,Balneário Shopping,1253.94,34
Rochelli Calçados,Calçados,Garten Shopping,35714.35,79
Royal Trudel,Gastronomia,Nações Shopping,2959.35,74
SABORES DO MUNDO,Gastronomia,Neumarkt Shopping,19.0,1
SAINT GERMAIN STORE,Joalheria,Garten Shopping,8053.349999999999,21
Sabor Brasileiro,Gastronomia,Norte Shopping,120583.92,1047
Saint Germain,Joalheria,Balneário Shopping,8995.029999999999,24
Saint Germain,Joalheria,Neumarkt Shopping,1173.8,3
Salinas,Moda,Balneário Shopping,24581.6,23
Samsonite,Presentes e Acessórios,Balneário Shopping,27712.0,24
Samsung,Eletrônicos,Balneário Shopping,99789.02,25
Samsung,Eletrônicos,Continente Shopping,87840.02,23
Samsung,Eletrônicos,Garten Shopping,36213.0,14
Samsung,Eletrônicos,Nações Shopping,17410.15,10
Samsung,Eletrônicos,Neumarkt Shopping,83052.13,34
Samsung,Eletrônicos,Norte Shopping,122349.0,37
Sandaliaria,Calçados,Continente Shopping,10862.83,77
Sandaliaria,Calçados,Norte Shopping,1126.82,4
Sandra Duwe,Joalheria,Balneário Shopping,118287.5,21
Sandra Duwe,Joalheria,Neumarkt Shopping,14162.0,10
Santo Boteco,Gastronomia,Nações Shopping,9249.16,63
Sapataria do Futuro,Serviços,Nações Shopping,538.0,2
Schutz,Calçados,Balneário Shopping,78073.22,106
Senhora Farinha,Gastronomia,Norte Shopping,2178.23,35
Sephora,Beleza e Bem-estar,Balneário Shopping,570620.39,1041
Sestini,Presentes e Acessórios,Balneário Shopping,58147.29,121
Shantal Grill & Risoto,Gastronomia,Balneário Shopping,269.8,2
Shawarma Food Joinville,Gastronomia,Garten Shopping,4722.37,55
Shoulder,Moda Feminina,Balneário Shopping,108584.48,139
Shoulder,Moda Feminina,Garten Shopping,132103.98,159
Shoulder,Moda Feminina,Neumarkt Shopping,169718.59,209
Sinhá Benta,Gastronomia,Balneário Shopping,7773.5,133
Sinhá Benta,Gastronomia,Norte Shopping,3251.9,60
Sinhá Benta Café,Gastronomia,Neumarkt Shopping,8846.58,151
Sinhá Benta Gourmet,Gastronomia,Neumarkt Shopping,37007.01,462
Smart Bc Ltda,Eletrônicos,Balneário Shopping,3168.1,13
SmartCase,Eletrônicos,Neumarkt Shopping,12150.8,58
Smartcase,Eletrônicos,Continente Shopping,8865.300000000001,40
Smartcase,Eletrônicos,Nações Shopping,4.0,1
Souq,Moda Feminina,Balneário Shopping,114944.31,121
Spedini Trattoria Expressa,Gastronomia,Continente Shopping,4906.5,104
Spoleto,Gastronomia,Continente Shopping,20009.55,342
St. Chicken,Gastronomia,Garten Shopping,535.36,12
St.Chicken,Gastronomia,Nações Shopping,835.8,13
Stanley,Presentes e Acessórios,Balneário Shopping,37444.13,98
Stanley,Presentes e Acessórios,Garten Shopping,24529.22,69
Strutura,Moda,Nações Shopping,5686.62,13
Studio Z,Calçados,Balneário Shopping,74642.57,437
Studio Z,Calçados,Continente Shopping,66040.42,412
Studio Z,Calçados,Neumarkt Shopping,78987.6,464
Subway,Gastronomia,Balneário Shopping,7239.3,122
Subway,Gastronomia,Continente Shopping,7562.8,102
Subway,Gastronomia,Garten Shopping,4084.8,99
Subway,Gastronomia,Nações Shopping,970.4,22
Subway,Gastronomia,Neumarkt Shopping,5113.39,127
Subway,Gastronomia,Norte Shopping,2969.2999999999997,55
Sunglass Hut,Ótica,Balneário Shopping,94697.62,49
Sunglass Hut,Ótica,Continente Shopping,89030.85,65
Superlegal,Infantil,Garten Shopping,71666.39,368
Superlegal Brinquedos,Infantil,Balneário Shopping,220980.53,766
Superlegal Brinquedos,Infantil,Norte Shopping,37428.46,187
Suplementos Premium,Suplementos esportivos,Balneário Shopping,5278.09,23
Swarovski,Joalheria,Balneário Shopping,92137.2,49
Swarovski,Joalheria,Neumarkt Shopping,30085.86,29
Swell Poke,Gastronomia,Balneário Shopping,10192.9,132
Swell Poke,Gastronomia,Continente Shopping,12435.75,189
Swell Poke,Gastronomia,Garten Shopping,3345.0,50
TIM,Telefonia,Balneário Shopping,54066.4,17
TIM,Telefonia,Continente Shopping,24814.0,13
TIM,Telefonia,Garten Shopping,19461.24,12
TIM,Telefonia,Neumarkt Shopping,35078.76,13
TNG,Moda,Garten Shopping,20127.57,71
TNG,Moda,Neumarkt Shopping,40655.44,106
TOUTI Blumenau,Calçados,Norte Shopping,654.4000000000001,6
Tabacaria E Presentes Trevo,Serviços,Garten Shopping,1929.94,15
Tabacaria El Patrono,Presentes e Acessórios,Nações Shopping,272.15,5
Tania Bulhões,Presentes e Acessórios,Balneário Shopping,19790.0,35
Tea Shop,Gastronomia,Balneário Shopping,13997.619999999999,60
Tech Smart,Eletrônicos,Balneário Shopping,14412.87,40
Tech Smart,Eletrônicos,Neumarkt Shopping,19019.600000000002,55
Tech Smart,Eletrônicos,Norte Shopping,4548.8,15
Tech Store,Eletrônicos,Garten Shopping,14801.9,24
Tennis Place,Calçados,Garten Shopping,29872.06,59
The Family's Burger & Pizza,Gastronomia,Norte Shopping,1202.8700000000001,14
The North Face,Moda,Balneário Shopping,120927.59,71
Tigre Maníacos,Esportes,Nações Shopping,2472.95,7
Tim,Telefonia,Norte Shopping,9642.9,6
Tip Top,Infantil,Balneário Shopping,22811.8,63
Tok&Stok,Casa e Decoração,Balneário Shopping,121321.62,128
Tokaia,Moda,Nações Shopping,9556.0,3
Tomato,Gastronomia,Continente Shopping,4342.2,57
Tommy Hilfiger,Moda,Balneário Shopping,105455.2,125
Tommy Hilfiger,Moda,Continente Shopping,62396.0,82
Tommy Hilfiger,Moda,Neumarkt Shopping,37211.5,60
Toni Toys,Infantil,Norte Shopping,31033.420000000002,135
Top Speed Kart,Lazer,Continente Shopping,1000.0,3
Track & Field,Moda,Neumarkt Shopping,129468.58,238
Track&Field,Moda,Balneário Shopping,116071.37,193
Track&Field,Moda,Garten Shopping,48012.86,84
Travelex Confidence Câmbio,Serviços,Garten Shopping,2040.0,1
Trem Bala,Gastronomia,Garten Shopping,97.75999999999999,2
UZA Shoes,Calçados,Balneário Shopping,8774.369999999999,24
Uebel Make Up,Beleza e Bem-estar,Nações Shopping,5090.65,28
Ugg,Moda Feminina,Balneário Shopping,46917.0,25
Unique,Beleza e Bem-estar,Balneário Shopping,83309.79,46
Unizushi,Gastronomia,Balneário Shopping,19834.1,76
Uplay Fitness,Serviços,Garten Shopping,1052.4,1
Usaflex,Calçados,Balneário Shopping,26133.600000000002,61
Usaflex,Calçados,Continente Shopping,30728.86,81
Usaflex,Calçados,Neumarkt Shopping,14888.95,45
VIRUS 41,Calçados,Garten Shopping,45769.28,83
Valenttina,Moda,Garten Shopping,24682.57,99
Valenttina,Moda Feminina,Balneário Shopping,28403.9,97
Vans,Calçados,Balneário Shopping,50432.82,76
Via Brasil Balneario Camboriu,Moda,Balneário Shopping,33798.86,137
Via Pian Food,Gastronomia,Nações Shopping,2015.22,41
Vialaser,Beleza e Bem-estar,Garten Shopping,90.0,1
Vialaser,Beleza e Bem-estar,Nações Shopping,7922.61,7
Vialaser,Beleza e Bem-estar,Neumarkt Shopping,19968.0,10
Vicio DiPrata,Joalheria,Continente Shopping,10974.380000000001,47
Victor Hugo,Moda Feminina,Balneário Shopping,102202.51,32
Victor Hugo,Presentes e Acessórios,Neumarkt Shopping,24736.0,9
Villa,Moda,Nações Shopping,2847.8,10
Virus 41,Calçados,Balneário Shopping,121013.87,172
Vivara,Joalheria,Balneário Shopping,807086.61,226
Vivara,Joalheria,Continente Shopping,229430.13,88
Vivara,Joalheria,Garten Shopping,245009.02,110
Vivara,Joalheria,Nações Shopping,16839.39,13
Vivara,Joalheria,Neumarkt Shopping,236769.59,104
Vivara,Joalheria,Norte Shopping,56057.07,46
Vivo,Telefonia,Balneário Shopping,160812.65,41
Vivo,Telefonia,Continente Shopping,85552.95,25
Vivo,Telefonia,Garten Shopping,21872.0,9
Vivo,Telefonia,Neumarkt Shopping,95204.29000000001,43
Vivo,Telefonia,Norte Shopping,49093.1,16
Vix Varejo,Moda Feminina,Balneário Shopping,129945.95,75
Vr Collezioni,Moda,Balneário Shopping,13944.32,14
WOW Park,Lazer,Continente Shopping,1770.4,17
WePink,Beleza e Bem-estar,Continente Shopping,5406.650000000001,43
WePink,Beleza e Bem-estar,Neumarkt Shopping,14813.56,124
Wepink,Beleza e Bem-estar,Balneário Shopping,31486.39,214
Wepink,Beleza e Bem-estar,Nações Shopping,4964.79,47
Wepink,Não informado,Garten Shopping,12965.41,91
Western Union,Serviços,Balneário Shopping,2369.16,1
World Cookies,Gastronomia,Continente Shopping,1210.1,46
World Tennis,Calçados,Balneário Shopping,23786.350000000002,56
World Tennis,Calçados,Continente Shopping,28108.14,49
World Tennis,Calçados,Garten Shopping,38518.020000000004,69
World Tennis,Calçados,Nações Shopping,56.44,2
World Tennis,Calçados,Neumarkt Shopping,50170.22,95
World Tennis,Calçados,Norte Shopping,32022.0,81
Wow Park,Lazer,Norte Shopping,1723.0,4
Wow Park Balneario Camboriu,Beleza e Bem-estar,Balneário Shopping,1070.9,7
Youcom,Moda,Balneário Shopping,48503.71,179
Youcom,Moda,Continente Shopping,53264.38,193
Youcom,Moda,Garten Shopping,46104.9,183
Youcom,Moda,Nações Shopping,17842.71,66
Youcom,Moda,Neumarkt Shopping,33901.08,139
Zamban Grill,Gastronomia,Norte Shopping,3489.87,39
Zanoni Sushi,Gastronomia,Continente Shopping,47579.22,663
Zara,Moda,Balneário Shopping,1697318.54,3068
Zee Rucci,Moda Feminina,Neumarkt Shopping,20527.95,98
Zeiss Vision Center,Ótica,Balneário Shopping,38213.04,11
iPlace Mobile,Eletrônicos,Balneário Shopping,476425.64,137
z Bob's - Quiosque 2,Gastronomia,Nações Shopping,1953.68,59
z Kfc,Gastronomia,Nações Shopping,9047.2,120
z Naçoes Shopping Participações - Estacionamento,Não informado,Nações Shopping,1734.0,86
z SH JOIAS,Presentes e Acessórios,Nações Shopping,1000.0,1
Água de coco,Moda Feminina,Balneário Shopping,57646.28,48
Ótica Chilli Beans,Ótica,Garten Shopping,22187.92,20
Ótica Chilli Beans,Ótica,Nações Shopping,1079.94,3
Ótica Chroma,Ótica,Neumarkt Shopping,45623.0,31
Ótica Diniz,Ótica,Continente Shopping,63102.89,49
Ótica Oculum,Ótica,Continente Shopping,2580.0,1
Óticas Carol,Ótica,Balneário Shopping,93634.7,44
Óticas Carol,Ótica,Continente Shopping,112531.75,102
Óticas Carol,Ótica,Neumarkt Shopping,91532.1,61
Óticas Carol,Ótica,Norte Shopping,11251.7,13
Óticas Via Visão,Ótica,Garten Shopping,24095.95,14
